"Id","SalePrice"
1461,133796.015633333
1462,155950.2427
1463,176515.899566667
1464,185084.752633333
1465,195909.370666667
1466,187439.707833333
1467,181626.480566667
1468,177600.527966667
1469,180188.0977
1470,128691.605133333
1471,202005.425233333
1472,97445.9099
1473,104678.365033333
1474,152618.7416
1475,140351.824466667
1476,387176.840833333
1477,276421.9094
1478,316824.069733333
1479,298112.824933333
1480,439593.0841
1481,304497.502733333
1482,214679.934866667
1483,187822.679366667
1484,182729.501766667
1485,178491.822566667
1486,201294.566133333
1487,310483.7927
1488,235836.3233
1489,218163.530333333
1490,228093.711766667
1491,196553.500733333
1492,109056.106466667
1493,175595.962166667
1494,303049.914466667
1495,289982.860133333
1496,232798.8971
1497,185575.030033333
1498,158531.584766667
1499,154772.4577
1500,167997.0327
1501,175088.339366667
1502,169908.4545
1503,297543.002333333
1504,237707.394833333
1505,218197.0098
1506,179000.889366667
1507,234647.640733333
1508,187602.975466667
1509,161863.531066667
1510,152470.909
1511,148920.036633333
1512,162637.7087
1513,141932.330366667
1514,148133.320466667
1515,161568.368933333
1516,157572.740333333
1517,154811.4134
1518,132392.349833333
1519,217969.340466667
1520,139424.990166667
1521,142259.629
1522,159053.992633333
1523,119584.732566667
1524,123157.080133333
1525,130414.457533333
1526,131098.251233333
1527,110545.1319
1528,134852.7185
1529,145447.866666667
1530,164081.946333333
1531,114596.629366667
1532,109901.506966667
1533,136859.5652
1534,118005.7739
1535,143262.1265
1536,117287.2263
1537,99784.705
1538,180039.0684
1539,220482.910733333
1540,111753.820733333
1541,134401.909933333
1542,132062.690666667
1543,171371.853233333
1544,94746.7422666667
1545,111633.4203
1546,130098.558633333
1547,130198.149466667
1548,129108.411766667
1549,124406.000466667
1550,134118.731
1551,123083.5555
1552,130404.144133333
1553,147910.022966667
1554,118339.0785
1555,177711.971933333
1556,128976.8496
1557,126071.767033333
1558,116234.4166
1559,109177.606566667
1560,148167.717766667
1561,135396.519333333
1562,130262.669733333
1563,127048.0271
1564,155890.5705
1565,156823.3311
1566,239994.5838
1567,95667.7086333334
1568,217776.963266667
1569,144497.7636
1570,148293.943133333
1571,113439.5832
1572,146782.299866667
1573,227271.217533333
1574,126982.2938
1575,234788.4198
1576,218546.267633333
1577,201277.069133333
1578,156212.2855
1579,144728.604666667
1580,190247.100566667
1581,154042.168966667
1582,130648.8038
1583,302966.372633333
1584,230922.328
1585,140976.472
1586,84620.843
1587,105380.074966667
1588,143716.569533333
1589,101798.4277
1590,131726.563266667
1591,110007.331533333
1592,134676.1621
1593,132495.990166667
1594,132368.506466667
1595,131314.754233333
1596,222539.8748
1597,177863.718233333
1598,196855.181366667
1599,200098.991066667
1600,191614.854933333
1601,81443.6661
1602,122643.9005
1603,96204.1004
1604,285452.0967
1605,244416.856833333
1606,169542.239733333
1607,154978.841133333
1608,219455.673033333
1609,203001.4468
1610,168562.116766667
1611,147153.7287
1612,170626.391366667
1613,164556.339733333
1614,125024.820933333
1615,90602.9814333333
1616,86653.3051
1617,89886.8775333333
1618,129407.1268
1619,141785.992233333
1620,161295.0912
1621,141928.855466667
1622,139996.722366667
1623,261409.5549
1624,204139.068666667
1625,140916.3979
1626,171222.228
1627,185493.596
1628,266519.625733333
1629,173991.951433333
1630,338303.826533333
1631,218224.104033333
1632,239627.923033333
1633,176096.317
1634,184982.594
1635,181424.899166667
1636,171238.516166667
1637,186090.147333333
1638,199398.5089
1639,179038.920133333
1640,228280.828433333
1641,173643.682466667
1642,226476.403133333
1643,221626.2734
1644,227373.130033333
1645,187718.6784
1646,175993.111666667
1647,170544.8383
1648,137949.6411
1649,139795.061833333
1650,123907.3211
1651,123569.860033333
1652,94206.1753333333
1653,98397.9927999999
1654,150219.753966667
1655,154407.438433333
1656,146940.185566667
1657,152572.238933333
1658,155868.494
1659,146447.9021
1660,156720.148666667
1661,428774.014533333
1662,364447.906066667
1663,370475.1588
1664,450102.421566667
1665,326021.760933333
1666,345427.467933334
1667,327092.699466667
1668,334989.579133333
1669,313690.0127
1670,359260.754266667
1671,261901.304666667
1672,427742.436566667
1673,305423.374733333
1674,269238.276766667
1675,195982.2517
1676,198867.8998
1677,218760.622266667
1678,466903.232366667
1679,378656.6186
1680,337860.752533333
1681,288005.347666667
1682,318237.828533333
1683,192055.6201
1684,174660.753233333
1685,176053.3341
1686,170704.144066667
1687,173066.768966667
1688,189543.8302
1689,191808.574233333
1690,185212.0251
1691,181861.671866667
1692,254622.311566667
1693,175415.486433333
1694,184674.313066667
1695,171838.8248
1696,249084.334
1697,172813.089166667
1698,318594.4925
1699,325030.638333333
1700,258271.737733333
1701,272926.022033333
1702,250549.690966667
1703,248796.0267
1704,283641.827033333
1705,242695.677133333
1706,382297.359766667
1707,222411.042166667
1708,215098.882
1709,275854.066466667
1710,231154.9873
1711,272809.1332
1712,242658.057033333
1713,262852.017433333
1714,215489.479833333
1715,204578.8498
1716,191450.944166667
1717,173948.7852
1718,141798.560266667
1719,211017.282366667
1720,255432.132533333
1721,183563.030433333
1722,138404.243133333
1723,165958.394833333
1724,208020.5725
1725,229780.011633333
1726,193227.647466667
1727,175350.480233333
1728,191286.590766667
1729,171151.9353
1730,163716.784966667
1731,123529.8983
1732,134909.411466667
1733,128120.782633333
1734,134828.171233333
1735,142845.909466667
1736,121545.918733333
1737,332667.2968
1738,233285.953833333
1739,246991.293933333
1740,210435.673866667
1741,194141.534233333
1742,173276.3725
1743,174198.246866667
1744,312783.707166667
1745,235248.027733333
1746,215823.044633333
1747,209734.0228
1748,215150.267566667
1749,165703.7848
1750,153853.832
1751,208918.379933333
1752,123811.390733333
1753,137590.220233333
1754,194385.144633333
1755,180539.8828
1756,125849.856733333
1757,123520.588266667
1758,140684.374733333
1759,154429.756466667
1760,162099.7006
1761,150981.316433333
1762,165274.562333333
1763,165060.6212
1764,125277.089566667
1765,165908.8971
1766,168781.8755
1767,193862.0209
1768,145967.871566667
1769,175646.023866667
1770,152620.460666667
1771,136738.271933333
1772,142178.3869
1773,141014.8981
1774,131534.135066667
1775,134656.2393
1776,124121.391233333
1777,121858.580133333
1778,141352.7644
1779,121895.202833333
1780,171445.7191
1781,131111.203933333
1782,104130.606033333
1783,138562.169233333
1784,110165.173833333
1785,121514.571333333
1786,136106.861766667
1787,163124.914833333
1788,82360.4839666667
1789,108684.311766667
1790,95030.4494666667
1791,172651.6416
1792,152632.5021
1793,151174.504
1794,147399.542833333
1795,143643.566
1796,138145.970233333
1797,129748.376166667
1798,129278.924433333
1799,120487.2859
1800,130597.714333333
1801,125265.862366667
1802,131858.8715
1803,152310.634933333
1804,144864.172433333
1805,139444.490366667
1806,117011.4323
1807,134090.6148
1808,128305.915433333
1809,129420.1693
1810,132607.679366667
1811,97794.8547333333
1812,110501.415
1813,118615.913633333
1814,98782.6669
1815,73477.6541666667
1816,111601.5111
1817,137784.283766667
1818,142746.303566667
1819,131601.764533333
1820,91965.5903333334
1821,113569.129133333
1822,145230.0214
1823,67009.4888
1824,127254.008733333
1825,133847.145766667
1826,112220.629366667
1827,114154.353466667
1828,132055.7416
1829,119897.239866667
1830,135545.133333333
1831,137573.6928
1832,114732.3474
1833,135248.964933333
1834,128228.443
1835,140464.823866667
1836,126960.165066667
1837,108429.909133333
1838,130708.944433333
1839,104861.5743
1840,167140.577633333
1841,145762.113366667
1842,103137.2242
1843,150278.227633333
1844,145721.578866667
1845,143875.4676
1846,165021.020433333
1847,157096.079266667
1848,79743.6250333333
1849,106932.138666667
1850,123306.526466667
1851,143902.971866667
1852,130075.581166667
1853,148241.7187
1854,180971.051066667
1855,172575.1137
1856,208555.1876
1857,166384.344866667
1858,143370.8395
1859,120024.167433333
1860,156122.555733333
1861,120024.167433333
1862,251224.119
1863,241137.928933333
1864,241253.013733333
1865,332162.280566667
1866,318786.851166667
1867,246521.840233333
1868,289300.815633333
1869,202809.5414
1870,253612.4068
1871,263671.262633333
1872,176137.668733333
1873,234988.4808
1874,143184.4338
1875,211590.507566667
1876,191663.3856
1877,220266.7875
1878,216212.141566667
1879,137969.535966667
1880,133984.413566667
1881,250002.1144
1882,255606.338633333
1883,202980.709666667
1884,217406.393833333
1885,258623.209366667
1886,286182.145933333
1887,212575.898466667
1888,277033.679266667
1889,174795.7437
1890,127683.610866667
1891,142758.304166667
1892,112244.990733333
1893,128996.345
1894,126323.1921
1895,137514.504
1896,120811.849766667
1897,131880.017333333
1898,126242.5727
1899,164996.1643
1900,168496.261933333
1901,169058.0307
1902,155416.591966667
1903,209089.657833333
1904,163005.8516
1905,196667.8337
1906,172020.978733333
1907,185842.659633333
1908,131424.1872
1909,142445.8284
1910,133060.086466667
1911,193811.396533333
1912,266896.253033333
1913,139918.507966667
1914,77487.2713666667
1915,330187.912833333
1916,76752.7330333333
1917,248236.4192
1918,146175.082433333
1919,158266.542533333
1920,153685.971133333
1921,382898.8379
1922,341615.204066666
1923,190505.859033333
1924,235659.825033333
1925,211207.270133333
1926,360976.6049
1927,141887.249033333
1928,160595.604066667
1929,128117.887466667
1930,142686.561833333
1931,146429.056233333
1932,141537.657733333
1933,179966.509866667
1934,179318.215633333
1935,179694.6384
1936,186422.449666667
1937,183281.999833333
1938,176788.497433333
1939,252955.799166667
1940,196763.350866667
1941,173370.127833333
1942,188787.254266667
1943,203958.2522
1944,335898.069166667
1945,378394.304
1946,182772.098066667
1947,306747.6423
1948,183036.9919
1949,234955.0879
1950,189485.633033333
1951,241649.9533
1952,222040.809033333
1953,183344.755666667
1954,184150.8505
1955,148061.677933333
1956,261476.605466667
1957,169665.5198
1958,288432.9116
1959,142242.671933333
1960,117995.075733333
1961,125290.6722
1962,97426.1210666666
1963,107014.171566667
1964,116712.732933333
1965,147465.456533333
1966,153356.871466667
1967,313903.764466666
1968,386073.318533333
1969,384792.9823
1970,405233.140966667
1971,387002.2523
1972,358296.467633333
1973,272600.313466667
1974,315672.575033333
1975,454412.1075
1976,295125.728166667
1977,352013.3527
1978,338417.1041
1979,329794.2768
1980,208007.836766667
1981,345119.9894
1982,241146.066133333
1983,232852.5602
1984,169990.5906
1985,218276.359933333
1986,212566.267033333
1987,188401.282766667
1988,179090.2457
1989,194999.212733333
1990,217523.286033333
1991,215661.7627
1992,210029.5937
1993,176045.5685
1994,226654.155166667
1995,184197.505933333
1996,264657.602533333
1997,329496.557533333
1998,344065.498233334
1999,259470.320866667
2000,292064.316033333
2001,282057.9072
2002,237277.579666667
2003,263825.877666667
2004,270301.046166667
2005,231665.508
2006,226892.258666667
2007,247463.410566667
2008,217752.4272
2009,195689.093266667
2010,197700.7593
2011,146859.630866667
2012,191586.535866667
2013,186823.936066667
2014,188598.171133333
2015,203786.928466667
2016,195342.435033333
2017,204667.7034
2018,136256.986933333
2019,139328.605766667
2020,125939.0387
2021,122042.9986
2022,187683.9683
2023,147298.534266667
2024,236100.2129
2025,338240.7566
2026,182733.488033333
2027,161921.8766
2028,156902.7984
2029,175729.887066667
2030,266053.8746
2031,260459.786866667
2032,274736.141033334
2033,266897.315533334
2034,170932.135033333
2035,214197.4619
2036,186999.403666667
2037,190708.1914
2038,285747.1833
2039,242821.879366667
2040,314273.478333333
2041,294950.8955
2042,202166.9974
2043,168753.111833333
2044,172490.274633333
2045,217310.533133333
2046,147178.0913
2047,148174.089333333
2048,141018.0975
2049,132703.7016
2050,180057.567566667
2051,112770.398866667
2052,136158.008266667
2053,144066.422933333
2054,99122.4098
2055,154484.144433333
2056,132182.887966667
2057,130533.0763
2058,201324.387266667
2059,144217.0289
2060,156705.386166667
2061,162789.921466667
2062,138889.735866667
2063,122767.503033333
2064,140689.773
2065,128828.1664
2066,164697.760333333
2067,126723.374733333
2068,131171.581766667
2069,89954.5517
2070,113160.4338
2071,109314.737166667
2072,127305.067766667
2073,140783.050833333
2074,179771.231766667
2075,154729.064
2076,124767.403566667
2077,147917.574333333
2078,130591.726566667
2079,138949.5446
2080,121251.1975
2081,126065.732766667
2082,129176.0229
2083,133076.623
2084,114427.219733333
2085,131018.313833333
2086,115938.3488
2087,120653.235033333
2088,109651.5302
2089,97605.6148666667
2090,133099.0462
2091,112048.611233333
2092,116060.4425
2093,130075.4089
2094,141422.8628
2095,147531.728333333
2096,91465.8052
2097,107313.967933333
2098,136421.600166667
2099,75433.4859333333
2100,99303.0749333334
2101,123842.7391
2102,132152.650866667
2103,109952.319733333
2104,127797.398166667
2105,124353.460833333
2106,86760.5423333333
2107,181399.153166667
2108,117520.2012
2109,109371.686866667
2110,134624.320933333
2111,135041.517833333
2112,135157.064533333
2113,119342.793166667
2114,116598.795033333
2115,140423.501933333
2116,120932.239266667
2117,144143.369633333
2118,126682.0457
2119,116186.674733333
2120,129614.373633333
2121,112205.5309
2122,111450.802766667
2123,97308.9767333333
2124,155980.5993
2125,126495.541533333
2126,145708.7552
2127,142192.1211
2128,129951.5604
2129,117159.8867
2130,134037.640533333
2131,139947.998933333
2132,119602.297866667
2133,121104.453033333
2134,132005.225966667
2135,113307.807133333
2136,94782.6282333333
2137,128114.851366667
2138,136621.211166667
2139,157841.216
2140,137536.201833333
2141,147979.7222
2142,135619.9777
2143,135940.848
2144,138681.126566667
2145,137844.770233333
2146,160847.089766667
2147,172892.772766667
2148,130505.1835
2149,142171.224266667
2150,221583.521033333
2151,122963.090766667
2152,156992.0604
2153,149720.4957
2154,117006.832633333
2155,141634.619733333
2156,227576.865533333
2157,234746.797833333
2158,221845.565333333
2159,183713.061166667
2160,178108.651833333
2161,248300.480466667
2162,357730.961366667
2163,322856.062266667
2164,263878.1062
2165,184882.5462
2166,143409.527166667
2167,216765.403233333
2168,209643.333366667
2169,202344.272366667
2170,221000.266633333
2171,140083.631266667
2172,144646.022166667
2173,149890.365533333
2174,220280.6407
2175,290257.9079
2176,309519.272733334
2177,235062.752433333
2178,226238.954333333
2179,146506.533
2180,196701.513933333
2181,198541.443733333
2182,229141.0184
2183,202128.1954
2184,129295.063166667
2185,138913.622133333
2186,143847.285066667
2187,150629.530333333
2188,149192.9156
2189,170096.556933333
2190,85981.1494666667
2191,91655.5968
2192,102355.343666667
2193,113866.0673
2194,106159.533333333
2195,114123.932233333
2196,105930.956533333
2197,115733.843266667
2198,148878.313833333
2199,164329.222
2200,165232.550733333
2201,160483.549433333
2202,207660.613466667
2203,171726.0028
2204,172829.2929
2205,131473.9895
2206,160859.9331
2207,232649.234733333
2208,225287.787566667
2209,195907.562966667
2210,134684.523666667
2211,116787.302933333
2212,118875.303533333
2213,106535.801166667
2214,122922.729466667
2215,107585.752366667
2216,144828.1589
2217,86853.5163666667
2218,78427.3655
2219,86370.8529333333
